Year,Month,Anomaly,Unc,Anomaly1,Unc1,Anomaly2,Unc2,Anomaly3,Unc3,Anomaly4,Unc 4
  1974,    10 ,    0.710 , 0.065,    -0.442 , 0.128,    -0.122 , 0.082,     0.078 , 0.066,     0.131 , 0.052
  1974,    11 ,   -0.375 , 0.385,    -0.359 , 0.129,    -0.121 , 0.080,     0.072 , 0.066,     0.128 , 0.051
  1974,    12 ,   -0.324 , 0.291,    -0.352 , 0.130,    -0.098 , 0.077,     0.072 , 0.067,     0.135 , 0.051
  1975,     1 ,   -0.473 , 0.267,    -0.350 , 0.157,    -0.096 , 0.075,     0.059 , 0.066,     0.140 , 0.051
  1975,     2 ,   -0.942 , 0.249,    -0.301 , 0.133,    -0.094 , 0.076,     0.058 , 0.066,     0.138 , 0.051
  1975,     3 ,   -1.458 , 0.226,    -0.109 , 0.109,    -0.101 , 0.078,     0.053 , 0.065,     0.136 , 0.051
  1975,     4 ,   -0.709 , 0.173,    -0.213 , 0.115,    -0.103 , 0.075,     0.046 , 0.064,     0.139 , 0.051
  1975,     5 ,    0.384 , 0.251,    -0.174 , 0.103,    -0.084 , 0.074,     0.044 , 0.064,     0.138 , 0.051
  1975,     6 ,    0.494 , 0.250,    -0.212 , 0.085,    -0.108 , 0.073,     0.035 , 0.063,     0.148 , 0.051
  1975,     7 ,    0.045 , 0.363,    -0.293 , 0.076,    -0.151 , 0.069,     0.025 , 0.061,     0.148 , 0.052
  1975,     8 ,   -0.211 , 0.393,    -0.297 , 0.069,    -0.150 , 0.065,     0.017 , 0.063,     0.149 , 0.052
  1975,     9 ,    1.551 , 0.185,    -0.199 , 0.065,    -0.181 , 0.066,    -0.003 , 0.064,     0.150 , 0.052
  1975,    10 ,   -0.539 , 0.264,    -0.196 , 0.065,    -0.183 , 0.070,     0.008 , 0.062,     0.162 , 0.052
  1975,    11 ,    0.093 , 0.138,    -0.311 , 0.083,    -0.185 , 0.068,    -0.003 , 0.062,     0.167 , 0.052
  1975,    12 ,   -0.774 , 0.147,    -0.359 , 0.089,    -0.213 , 0.069,    -0.004 , 0.062,     0.161 , 0.052
  1976,     1 ,   -1.448 , 0.275,    -0.377 , 0.107,    -0.201 , 0.067,     0.004 , 0.062,     0.156 , 0.052
  1976,     2 ,   -0.990 , 0.161,    -0.442 , 0.140,    -0.142 , 0.067,     0.005 , 0.062,     0.158 , 0.051
  1976,     3 ,   -0.290 , 0.220,    -0.520 , 0.173,    -0.147 , 0.068,    -0.012 , 0.062,     0.158 , 0.052
  1976,     4 ,   -0.662 , 0.175,    -0.585 , 0.177,    -0.157 , 0.067,    -0.018 , 0.061,     0.164 , 0.052
  1976,     5 ,   -1.007 , 0.371,    -0.639 , 0.182,    -0.134 , 0.068,    -0.014 , 0.062,     0.170 , 0.053
  1976,     6 ,   -0.073 , 0.175,    -0.574 , 0.185,    -0.116 , 0.069,    -0.021 , 0.061,     0.167 , 0.053
  1976,     7 ,   -0.174 , 0.399,    -0.385 , 0.173,    -0.117 , 0.069,    -0.016 , 0.058,     0.168 , 0.055
  1976,     8 ,   -0.988 , 0.500,    -0.263 , 0.178,    -0.098 , 0.063,    -0.023 , 0.059,     0.173 , 0.056
  1976,     9 ,    0.608 , 0.576,    -0.343 , 0.188,    -0.083 , 0.063,    -0.045 , 0.059,     0.176 , 0.055
  1976,    10 ,   -1.314 , 0.266,    -0.204 , 0.191,    -0.034 , 0.064,    -0.061 , 0.060,     0.173 , 0.055
  1976,    11 ,   -0.560 , 0.180,    -0.156 , 0.184,    -0.008 , 0.065,    -0.039 , 0.060,     0.166 , 0.054
  1976,    12 ,    0.010 , 0.126,    -0.089 , 0.178,    -0.008 , 0.065,    -0.038 , 0.059,     0.165 , 0.053
  1977,     1 ,    0.817 , 0.187,    -0.054 , 0.138,    -0.016 , 0.067,    -0.028 , 0.059,     0.168 , 0.052
  1977,     2 ,    0.470 , 0.237,     0.013 , 0.113,     0.013 , 0.066,    -0.015 , 0.057,     0.181 , 0.052
  1977,     3 ,   -1.239 , 0.350,    -0.027 , 0.069,     0.024 , 0.064,    -0.008 , 0.057,     0.187 , 0.052
  1977,     4 ,    1.004 , 0.222,     0.165 , 0.065,     0.023 , 0.063,    -0.021 , 0.055,     0.200 , 0.052
  1977,     5 ,   -0.435 , 0.284,     0.298 , 0.070,     0.025 , 0.061,    -0.010 , 0.055,     0.208 , 0.052
  1977,     6 ,    0.735 , 0.291,     0.374 , 0.066,     0.030 , 0.060,    -0.002 , 0.055,     0.209 , 0.052
  1977,     7 ,    0.244 , 0.309,     0.264 , 0.077,     0.029 , 0.058,     0.000 , 0.054,     0.215 , 0.053
  1977,     8 ,   -0.183 , 0.294,     0.218 , 0.075,     0.042 , 0.059,     0.007 , 0.055,     0.217 , 0.052
  1977,     9 ,    0.125 , 0.222,     0.345 , 0.078,     0.067 , 0.058,     0.012 , 0.055,     0.211 , 0.053
  1977,    10 ,    0.994 , 0.193,     0.178 , 0.068,     0.079 , 0.057,     0.002 , 0.056,     0.206 , 0.052
  1977,    11 ,    1.031 , 0.157,     0.227 , 0.084,     0.081 , 0.056,     0.006 , 0.057,     0.209 , 0.052
  1977,    12 ,    0.922 , 0.261,     0.079 , 0.083,     0.066 , 0.056,    -0.000 , 0.058,     0.214 , 0.051
  1978,     1 ,   -0.496 , 0.166,     0.120 , 0.089,     0.055 , 0.055,    -0.001 , 0.056,     0.215 , 0.051
  1978,     2 ,   -0.089 , 0.182,     0.375 , 0.079,     0.059 , 0.056,     0.014 , 0.054,     0.218 , 0.051
  1978,     3 ,    0.290 , 0.223,     0.338 , 0.069,     0.014 , 0.056,     0.005 , 0.056,     0.227 , 0.050
  1978,     4 ,   -1.004 , 0.386,     0.185 , 0.066,     0.036 , 0.052,     0.032 , 0.055,     0.234 , 0.049
  1978,     5 ,    0.156 , 0.265,     0.159 , 0.093,     0.032 , 0.052,     0.038 , 0.052,     0.238 , 0.048
  1978,     6 ,   -1.042 , 0.354,     0.105 , 0.113,     0.048 , 0.053,     0.043 , 0.049,     0.248 , 0.048
  1978,     7 ,    0.734 , 0.466,     0.123 , 0.130,     0.084 , 0.053,     0.051 , 0.048,     0.245 , 0.049
  1978,     8 ,    2.875 , 0.473,     0.218 , 0.128,     0.090 , 0.053,     0.050 , 0.048,     0.246 , 0.048
  1978,     9 ,   -0.310 , 0.162,     0.257 , 0.135,     0.078 , 0.053,     0.063 , 0.048,     0.245 , 0.046
  1978,    10 ,   -0.852 , 0.262,     0.493 , 0.132,     0.091 , 0.052,     0.062 , 0.047,     0.238 , 0.045
  1978,    11 ,    0.726 , 0.348,     0.557 , 0.128,     0.103 , 0.051,     0.074 , 0.046,     0.240 , 0.044
  1978,    12 ,    0.268 , 0.519,     0.681 , 0.121,     0.100 , 0.050,     0.082 , 0.046,     0.231 , 0.043
  1979,     1 ,   -0.273 , 0.302,     0.581 , 0.097,     0.115 , 0.046,     0.087 , 0.045,     0.220 , 0.042
  1979,     2 ,    1.053 , 0.200,     0.422 , 0.122,     0.112 , 0.050,     0.099 , 0.044,     0.206 , 0.041
  1979,     3 ,    0.749 , 0.197,     0.436 , 0.123,     0.076 , 0.052,     0.109 , 0.045,     0.207 , 0.040
  1979,     4 ,    1.832 , 0.203,     0.564 , 0.114,     0.049 , 0.052,     0.119 , 0.044,     0.201 , 0.040
  1979,     5 ,    0.927 , 0.251,     0.483 , 0.102,     0.086 , 0.051,     0.127 , 0.043,     0.206 , 0.037
  1979,     6 ,    0.448 , 0.097,     0.455 , 0.087,     0.084 , 0.052,     0.122 , 0.044,     0.206 , 0.036
  1979,     7 ,   -0.472 , 0.169,     0.433 , 0.086,     0.080 , 0.052,     0.126 , 0.044,     0.202 , 0.033
  1979,     8 ,    0.970 , 0.215,     0.332 , 0.090,     0.089 , 0.050,     0.139 , 0.044,     0.208 , 0.033
  1979,     9 ,   -0.141 , 0.151,     0.276 , 0.087,     0.114 , 0.051,     0.154 , 0.044,     0.208 , 0.032
  1979,    10 ,    0.676 , 0.194,     0.122 , 0.083,     0.080 , 0.050,     0.153 , 0.043,     0.210 , 0.032
  1979,    11 ,   -0.246 , 0.218,     0.088 , 0.089,     0.100 , 0.053,     0.151 , 0.042,     0.205 , 0.032
  1979,    12 ,   -0.066 , 0.248,     0.019 , 0.092,     0.093 , 0.055,     0.158 , 0.041,     0.205 , 0.033
  1980,     1 ,   -0.537 , 0.223,     0.006 , 0.097,     0.097 , 0.056,     0.171 , 0.041,     0.202 , 0.033
  1980,     2 ,   -0.161 , 0.253,    -0.073 , 0.105,     0.108 , 0.060,     0.183 , 0.040,     0.198 , 0.033
  1980,     3 ,    0.079 , 0.233,    -0.158 , 0.099,     0.125 , 0.060,     0.198 , 0.040,     0.195 , 0.032
  1980,     4 ,   -0.008 , 0.147,    -0.148 , 0.099,     0.106 , 0.061,     0.206 , 0.039,     0.195 , 0.031
  1980,     5 ,    0.513 , 0.168,    -0.141 , 0.086,     0.095 , 0.065,     0.204 , 0.038,     0.191 , 0.031
  1980,     6 ,   -0.384 , 0.317,    -0.121 , 0.087,     0.107 , 0.066,     0.209 , 0.038,     0.191 , 0.030
  1980,     7 ,   -0.618 , 0.498,    -0.018 , 0.084,     0.149 , 0.067,     0.209 , 0.037,     0.192 , 0.029
  1980,     8 ,    0.012 , 0.240,    -0.057 , 0.088,     0.178 , 0.065,     0.222 , 0.038,     0.187 , 0.029
  1980,     9 ,   -1.159 , 0.221,    -0.146 , 0.093,     0.192 , 0.068,     0.213 , 0.038,     0.183 , 0.030
  1980,    10 ,    0.795 , 0.124,    -0.136 , 0.076,     0.247 , 0.065,     0.226 , 0.038,     0.187 , 0.030
  1980,    11 ,   -0.153 , 0.296,    -0.202 , 0.085,     0.262 , 0.062,     0.235 , 0.038,     0.189 , 0.030
  1980,    12 ,    0.169 , 0.316,    -0.190 , 0.078,     0.299 , 0.062,     0.240 , 0.040,     0.192 , 0.030
  1981,     1 ,    0.701 , 0.237,    -0.080 , 0.082,     0.303 , 0.059,     0.257 , 0.040,     0.194 , 0.030
  1981,     2 ,   -0.629 , 0.249,    -0.177 , 0.102,     0.243 , 0.063,     0.264 , 0.040,     0.199 , 0.029
  1981,     3 ,   -0.995 , 0.248,    -0.210 , 0.093,     0.274 , 0.063,     0.271 , 0.041,     0.193 , 0.029
  1981,     4 ,    0.116 , 0.368,    -0.520 , 0.086,     0.281 , 0.060,     0.286 , 0.041,     0.188 , 0.030
  1981,     5 ,   -0.284 , 0.249,    -0.371 , 0.072,     0.282 , 0.055,     0.308 , 0.042,     0.194 , 0.030
  1981,     6 ,   -0.241 , 0.293,    -0.392 , 0.059,     0.280 , 0.050,     0.316 , 0.044,     0.195 , 0.029
  1981,     7 ,    0.705 , 0.395,    -0.400 , 0.056,     0.292 , 0.047,     0.324 , 0.044,     0.196 , 0.028
  1981,     8 ,   -1.154 , 0.318,    -0.267 , 0.059,     0.296 , 0.046,     0.346 , 0.044,     0.199 , 0.027
  1981,     9 ,   -1.549 , 0.223,    -0.159 , 0.064,     0.301 , 0.045,     0.342 , 0.045,     0.198 , 0.027
  1981,    10 ,   -2.932 , 0.433,    -0.259 , 0.045,     0.272 , 0.042,     0.348 , 0.045,     0.205 , 0.026
  1981,    11 ,    1.638 , 0.202,    -0.170 , 0.060,     0.262 , 0.041,     0.347 , 0.044,     0.212 , 0.026
  1981,    12 ,   -0.079 , 0.293,    -0.123 , 0.090,     0.251 , 0.042,     0.350 , 0.043,     0.212 , 0.025
  1982,     1 ,    0.599 , 0.261,    -0.144 , 0.100,     0.268 , 0.040,     0.349 , 0.041,     0.221 , 0.025
  1982,     2 ,    0.974 , 0.250,    -0.008 , 0.127,     0.265 , 0.038,     0.363 , 0.041,     0.234 , 0.025
  1982,     3 ,    0.298 , 0.259,     0.219 , 0.119,     0.284 , 0.040,     0.380 , 0.041,     0.240 , 0.025
  1982,     4 ,   -1.078 , 0.154,     0.452 , 0.114,     0.284 , 0.039,     0.392 , 0.042,     0.247 , 0.025
  1982,     5 ,    0.774 , 0.351,     0.346 , 0.111,     0.276 , 0.038,     0.414 , 0.045,     0.252 , 0.025
  1982,     6 ,    0.327 , 0.372,     0.489 , 0.111,     0.286 , 0.035,     0.407 , 0.045,     0.259 , 0.025
  1982,     7 ,    0.454 , 0.195,     0.607 , 0.111,     0.313 , 0.034,     0.403 , 0.047,     0.262 , 0.025
  1982,     8 ,    0.472 , 0.339,     0.661 , 0.118,     0.325 , 0.032,     0.403 , 0.050,     0.261 , 0.024
  1982,     9 ,    1.184 , 0.180,     0.733 , 0.113,     0.328 , 0.031,     0.393 , 0.051,     0.272 , 0.024
  1982,    10 ,   -0.143 , 0.209,     1.013 , 0.110,     0.333 , 0.031,     0.374 , 0.049,     0.273 , 0.025
  1982,    11 ,    0.373 , 0.336,     1.036 , 0.081,     0.326 , 0.031,     0.374 , 0.050,     0.274 , 0.025
  1982,    12 ,    1.629 , 0.283,     1.109 , 0.082,     0.351 , 0.032,     0.377 , 0.049,     0.270 , 0.025
  1983,     1 ,    2.015 , 0.252,     1.150 , 0.089,     0.362 , 0.034,     0.393 , 0.048,     0.267 , 0.025
  1983,     2 ,    1.629 , 0.325,     1.051 , 0.103,     0.386 , 0.036,     0.402 , 0.048,     0.268 , 0.025
  1983,     3 ,    1.162 , 0.222,     1.084 , 0.110,     0.412 , 0.037,     0.407 , 0.047,     0.259 , 0.025
  1983,     4 ,    2.277 , 0.342,     1.059 , 0.106,     0.416 , 0.038,     0.419 , 0.046,     0.266 , 0.026
  1983,     5 ,    1.049 , 0.411,     1.094 , 0.113,     0.438 , 0.038,     0.422 , 0.045,     0.273 , 0.026
  1983,     6 ,    1.207 , 0.365,     0.969 , 0.126,     0.432 , 0.038,     0.430 , 0.045,     0.272 , 0.026
  1983,     7 ,    0.944 , 0.307,     0.839 , 0.124,     0.430 , 0.038,     0.429 , 0.046,     0.279 , 0.027
  1983,     8 ,   -0.708 , 0.121,     0.808 , 0.127,     0.438 , 0.039,     0.414 , 0.047,     0.284 , 0.027
  1983,     9 ,    1.570 , 0.152,     0.800 , 0.116,     0.464 , 0.042,     0.414 , 0.044,     0.293 , 0.028
  1983,    10 ,   -0.441 , 0.244,     0.619 , 0.100,     0.480 , 0.045,     0.413 , 0.043,     0.297 , 0.027
  1983,    11 ,    0.791 , 0.219,     0.561 , 0.079,     0.513 , 0.048,     0.400 , 0.039,     0.298 , 0.027
  1983,    12 ,    0.135 , 0.249,     0.440 , 0.074,     0.532 , 0.053,     0.390 , 0.036,     0.304 , 0.027
  1984,     1 ,    0.449 , 0.231,     0.407 , 0.070,     0.533 , 0.056,     0.389 , 0.033,     0.302 , 0.028
  1984,     2 ,    1.267 , 0.359,     0.534 , 0.071,     0.580 , 0.056,     0.368 , 0.031,     0.299 , 0.027
  1984,     3 ,    1.063 , 0.322,     0.485 , 0.084,     0.608 , 0.056,     0.362 , 0.030,     0.300 , 0.028
  1984,     4 ,    0.101 , 0.262,     0.577 , 0.090,     0.647 , 0.055,     0.339 , 0.029,     0.307 , 0.028
  1984,     5 ,    0.348 , 0.168,     0.454 , 0.078,     0.608 , 0.055,     0.340 , 0.028,     0.311 , 0.028
  1984,     6 ,   -0.234 , 0.174,     0.484 , 0.077,     0.615 , 0.050,     0.344 , 0.026,     0.309 , 0.029
  1984,     7 ,    0.537 , 0.239,     0.536 , 0.082,     0.617 , 0.048,     0.349 , 0.027,     0.304 , 0.029
  1984,     8 ,    0.825 , 0.368,     0.479 , 0.073,     0.638 , 0.047,     0.356 , 0.028,     0.306 , 0.030
  1984,     9 ,    0.976 , 0.269,     0.414 , 0.066,     0.645 , 0.046,     0.354 , 0.028,     0.313 , 0.031
  1984,    10 ,    0.662 , 0.248,     0.427 , 0.061,     0.704 , 0.048,     0.342 , 0.030,     0.304 , 0.032
  1984,    11 ,   -0.687 , 0.193,     0.408 , 0.061,     0.729 , 0.050,     0.339 , 0.031,     0.309 , 0.031
  1984,    12 ,    0.500 , 0.206,     0.520 , 0.071,     0.720 , 0.049,     0.339 , 0.031,     0.313 , 0.032
  1985,     1 ,    1.074 , 0.203,     0.476 , 0.069,     0.710 , 0.053,     0.344 , 0.031,     0.319 , 0.033
  1985,     2 ,    0.586 , 0.205,     0.528 , 0.093,     0.698 , 0.059,     0.338 , 0.032,     0.329 , 0.034
  1985,     3 ,    0.280 , 0.175,     0.481 , 0.098,     0.660 , 0.061,     0.338 , 0.033,     0.337 , 0.034
  1985,     4 ,    0.254 , 0.300,     0.512 , 0.094,     0.642 , 0.057,     0.343 , 0.034,     0.340 , 0.035
  1985,     5 ,    0.128 , 0.211,     0.667 , 0.094,     0.652 , 0.058,     0.337 , 0.035,     0.339 , 0.035
  1985,     6 ,    1.106 , 0.474,     0.609 , 0.083,     0.647 , 0.060,     0.346 , 0.035,     0.338 , 0.036
  1985,     7 ,    0.012 , 0.229,     0.569 , 0.083,     0.637 , 0.060,     0.359 , 0.037,     0.341 , 0.036
  1985,     8 ,    1.444 , 0.152,     0.509 , 0.091,     0.626 , 0.065,     0.358 , 0.037,     0.347 , 0.035
  1985,     9 ,    0.410 , 0.261,     0.532 , 0.110,     0.623 , 0.063,     0.368 , 0.037,     0.347 , 0.035
  1985,    10 ,    1.038 , 0.236,     0.602 , 0.102,     0.591 , 0.062,     0.367 , 0.037,     0.352 , 0.036
  1985,    11 ,    1.177 , 0.273,     0.728 , 0.110,     0.583 , 0.062,     0.382 , 0.039,     0.354 , 0.036
  1985,    12 ,   -0.198 , 0.320,     0.712 , 0.115,     0.560 , 0.064,     0.387 , 0.040,     0.352 , 0.037
  1986,     1 ,    0.590 , 0.328,     0.776 , 0.124,     0.555 , 0.065,     0.384 , 0.041,     0.358 , 0.038
  1986,     2 ,   -0.140 , 0.162,     0.794 , 0.127,     0.585 , 0.064,     0.392 , 0.041,     0.360 , 0.038
  1986,     3 ,    0.564 , 0.332,     0.772 , 0.124,     0.555 , 0.057,     0.398 , 0.041,     0.359 , 0.039
  1986,     4 ,    1.088 , 0.167,     0.634 , 0.123,     0.545 , 0.054,     0.395 , 0.041,     0.359 , 0.039
  1986,     5 ,    1.648 , 0.379,     0.478 , 0.135,     0.519 , 0.048,     0.403 , 0.042,     0.365 , 0.040
  1986,     6 ,    0.906 , 0.291,     0.525 , 0.112,     0.500 , 0.046,     0.411 , 0.044,     0.369 , 0.041
  1986,     7 ,    0.782 , 0.119,     0.536 , 0.122,     0.486 , 0.041,     0.408 , 0.043,     0.365 , 0.041
  1986,     8 ,    1.665 , 0.263,     0.733 , 0.134,     0.440 , 0.036,     0.422 , 0.043,     0.368 , 0.042
  1986,     9 ,    0.139 , 0.300,     0.743 , 0.125,     0.423 , 0.033,     0.440 , 0.043,     0.368 , 0.044
  1986,    10 ,   -0.609 , 0.204,     0.860 , 0.133,     0.406 , 0.028,     0.471 , 0.045,     0.379 , 0.043
  1986,    11 ,   -0.699 , 0.303,     0.910 , 0.126,     0.417 , 0.030,     0.464 , 0.047,     0.381 , 0.044
  1986,    12 ,    0.364 , 0.232,     0.820 , 0.121,     0.437 , 0.034,     0.462 , 0.048,     0.382 , 0.045
  1987,     1 ,    0.722 , 0.449,     0.742 , 0.121,     0.431 , 0.039,     0.471 , 0.048,     0.379 , 0.046
  1987,     2 ,    2.225 , 0.254,     0.580 , 0.115,     0.446 , 0.042,     0.483 , 0.049,     0.383 , 0.046
  1987,     3 ,    0.689 , 0.137,     0.478 , 0.126,     0.423 , 0.043,     0.487 , 0.051,     0.386 , 0.047
  1987,     4 ,    2.487 , 0.197,     0.428 , 0.116,     0.401 , 0.044,     0.516 , 0.052,     0.376 , 0.048
  1987,     5 ,    2.253 , 0.278,     0.568 , 0.118,     0.401 , 0.046,     0.515 , 0.053,     0.374 , 0.048
  1987,     6 ,   -0.174 , 0.210,     0.649 , 0.117,     0.392 , 0.046,     0.521 , 0.056,     0.373 , 0.048
  1987,     7 ,   -0.154 , 0.108,     0.706 , 0.104,     0.376 , 0.047,     0.525 , 0.056,     0.375 , 0.048
  1987,     8 ,   -0.282 , 0.185,     0.600 , 0.102,     0.351 , 0.051,     0.515 , 0.057,     0.381 , 0.049
  1987,     9 ,   -1.083 , 0.307,     0.625 , 0.098,     0.347 , 0.054,     0.531 , 0.055,     0.383 , 0.049
  1987,    10 ,   -1.210 , 0.195,     0.450 , 0.099,     0.354 , 0.058,     0.545 , 0.056,     0.377 , 0.048
  1987,    11 ,    0.980 , 0.259,     0.306 , 0.092,     0.348 , 0.062,     0.543 , 0.059,     0.373 , 0.049
  1987,    12 ,    1.335 , 0.194,     0.307 , 0.105,     0.340 , 0.067,     0.541 , 0.060,     0.373 , 0.048
  1988,     1 ,    1.407 , 0.146,     0.372 , 0.100,     0.357 , 0.072,     0.534 , 0.060,     0.375 , 0.049
  1988,     2 ,    0.951 , 0.216,     0.488 , 0.091,     0.330 , 0.074,     0.522 , 0.058,     0.380 , 0.049
  1988,     3 ,    0.984 , 0.137,     0.558 , 0.108,     0.325 , 0.073,     0.513 , 0.057,     0.386 , 0.049
  1988,     4 ,    0.394 , 0.182,     0.575 , 0.117,     0.319 , 0.075,     0.501 , 0.055,     0.400 , 0.050
  1988,     5 ,    0.525 , 0.283,     0.426 , 0.111,     0.325 , 0.081,     0.508 , 0.053,     0.401 , 0.050
  1988,     6 ,   -0.159 , 0.348,     0.233 , 0.109,     0.342 , 0.083,     0.501 , 0.052,     0.414 , 0.051
  1988,     7 ,    0.615 , 0.155,     0.085 , 0.117,     0.339 , 0.084,     0.508 , 0.052,     0.418 , 0.050
  1988,     8 ,    1.113 , 0.216,    -0.122 , 0.137,     0.346 , 0.083,     0.517 , 0.053,     0.409 , 0.050
  1988,     9 ,   -0.238 , 0.460,    -0.200 , 0.138,     0.332 , 0.086,     0.523 , 0.052,     0.415 , 0.049
  1988,    10 ,   -1.007 , 0.133,    -0.308 , 0.159,     0.309 , 0.086,     0.531 , 0.051,     0.419 , 0.048
  1988,    11 ,   -0.805 , 0.266,    -0.267 , 0.184,     0.294 , 0.087,     0.521 , 0.053,     0.417 , 0.048
  1988,    12 ,   -0.980 , 0.244,    -0.176 , 0.216,     0.289 , 0.091,     0.526 , 0.051,     0.413 , 0.048
  1989,     1 ,   -0.369 , 0.397,    -0.213 , 0.252,     0.283 , 0.097,     0.516 , 0.051,     0.415 , 0.047
  1989,     2 ,   -1.537 , 0.220,    -0.161 , 0.278,     0.265 , 0.100,     0.499 , 0.054,     0.416 , 0.047
  1989,     3 ,    0.045 , 0.239,    -0.172 , 0.276,     0.272 , 0.098,     0.492 , 0.056,     0.420 , 0.046
  1989,     4 ,   -0.899 , 0.316,    -0.147 , 0.280,     0.294 , 0.097,     0.496 , 0.057,     0.419 , 0.046
  1989,     5 ,    1.016 , 0.499,    -0.136 , 0.278,     0.319 , 0.098,     0.496 , 0.059,     0.420 , 0.046
  1989,     6 ,    0.938 , 0.523,    -0.059 , 0.253,     0.309 , 0.099,     0.496 , 0.060,     0.426 , 0.046
  1989,     7 ,    0.166 , 0.519,    -0.017 , 0.232,     0.324 , 0.102,     0.482 , 0.062,     0.434 , 0.046
  1989,     8 ,    1.733 , 0.510,     0.038 , 0.231,     0.327 , 0.105,     0.473 , 0.064,     0.433 , 0.045
  1989,     9 ,   -0.362 , 0.467,     0.037 , 0.230,     0.330 , 0.109,     0.472 , 0.064,     0.431 , 0.045
  1989,    10 ,   -0.706 , 0.300,     0.165 , 0.225,     0.328 , 0.115,     0.455 , 0.065,     0.426 , 0.044
  1989,    11 ,   -0.682 , 0.312,     0.065 , 0.224,     0.301 , 0.124,     0.466 , 0.066,     0.434 , 0.044
  1989,    12 ,   -0.047 , 0.276,     0.038 , 0.208,     0.322 , 0.126,     0.468 , 0.068,     0.435 , 0.045
  1990,     1 ,    0.128 , 0.302,     0.109 , 0.203,     0.339 , 0.130,     0.467 , 0.069,     0.430 , 0.045
  1990,     2 ,   -0.874 , 0.242,    -0.049 , 0.179,     0.333 , 0.131,     0.474 , 0.070,     0.428 , 0.045
  1990,     3 ,    0.027 , 0.435,    -0.010 , 0.165,     0.403 , 0.131,     0.476 , 0.069,     0.430 , 0.045
  1990,     4 ,    0.642 , 0.212,     0.104 , 0.150,     0.447 , 0.130,     0.475 , 0.071,     0.427 , 0.045
  1990,     5 ,   -0.189 , 0.344,     0.290 , 0.156,     0.433 , 0.133,     0.475 , 0.072,     0.421 , 0.045
  1990,     6 ,    0.617 , 0.306,     0.360 , 0.173,     0.435 , 0.134,     0.468 , 0.071,     0.430 , 0.045
  1990,     7 ,    1.021 , 0.377,     0.385 , 0.169,     0.431 , 0.132,     0.474 , 0.072,     0.434 , 0.045
  1990,     8 ,   -0.168 , 0.366,     0.481 , 0.148,     0.419 , 0.131,     0.471 , 0.072,     0.439 , 0.045
  1990,     9 ,    0.108 , 0.215,     0.455 , 0.127,     0.403 , 0.127,     0.482 , 0.072,     0.444 , 0.046
  1990,    10 ,    0.662 , 0.346,     0.377 , 0.111,     0.410 , 0.127,     0.478 , 0.074,     0.442 , 0.046
  1990,    11 ,    1.550 , 0.443,     0.454 , 0.087,     0.432 , 0.129,     0.473 , 0.074,     0.438 , 0.045
  1990,    12 ,    0.792 , 0.284,     0.457 , 0.093,     0.443 , 0.133,     0.464 , 0.075,     0.438 , 0.045
  1991,     1 ,    0.425 , 0.142,     0.405 , 0.101,     0.462 , 0.138,     0.459 , 0.077,     0.438 , 0.045
  1991,     2 ,    0.286 , 0.157,     0.466 , 0.104,     0.450 , 0.137,     0.457 , 0.075,     0.439 , 0.046
  1991,     3 ,   -0.289 , 0.205,     0.505 , 0.116,     0.490 , 0.131,     0.446 , 0.077,     0.446 , 0.046
  1991,     4 ,   -0.295 , 0.351,     0.511 , 0.149,     0.517 , 0.127,     0.432 , 0.077,     0.449 , 0.047
  1991,     5 ,    0.743 , 0.264,     0.449 , 0.142,     0.524 , 0.126,     0.423 , 0.079,     0.453 , 0.047
  1991,     6 ,    0.651 , 0.281,     0.360 , 0.157,     0.551 , 0.122,     0.422 , 0.081,     0.462 , 0.048
  1991,     7 ,    0.400 , 0.490,     0.461 , 0.183,     0.546 , 0.119,     0.407 , 0.082,     0.459 , 0.046
  1991,     8 ,    0.564 , 0.451,     0.640 , 0.184,     0.558 , 0.118,     0.390 , 0.082,     0.471 , 0.046
  1991,     9 ,    0.575 , 0.409,     0.734 , 0.218,     0.561 , 0.115,     0.394 , 0.080,     0.477 , 0.047
  1991,    10 ,    0.730 , 0.382,     0.956 , 0.237,     0.586 , 0.114,     0.410 , 0.078,     0.491 , 0.048
  1991,    11 ,    0.803 , 0.334,     0.948 , 0.277,     0.574 , 0.114,     0.415 , 0.078,     0.482 , 0.049
  1991,    12 ,   -0.270 , 0.196,     0.985 , 0.293,     0.556 , 0.114,     0.415 , 0.080,     0.481 , 0.048
  1992,     1 ,    1.640 , 0.283,     1.023 , 0.291,     0.532 , 0.114,     0.410 , 0.083,     0.480 , 0.048
  1992,     2 ,    2.431 , 0.264,     0.920 , 0.251,     0.501 , 0.113,     0.402 , 0.084,     0.475 , 0.048
  1992,     3 ,    0.833 , 0.426,     1.132 , 0.213,     0.520 , 0.110,     0.392 , 0.085,     0.478 , 0.047
  1992,     4 ,    2.374 , 0.460,     1.193 , 0.188,     0.509 , 0.108,     0.360 , 0.086,     0.491 , 0.047
  1992,     5 ,    0.650 , 0.694,     1.137 , 0.175,     0.532 , 0.105,     0.334 , 0.086,     0.493 , 0.046
  1992,     6 ,    1.085 , 0.391,     1.282 , 0.169,     0.544 , 0.106,     0.340 , 0.086,     0.494 , 0.045
  1992,     7 ,    0.856 , 0.335,     1.241 , 0.141,     0.557 , 0.103,     0.346 , 0.088,     0.493 , 0.046
