Year,Month,Anomaly,Unc,Anomaly1,Unc1,Anomaly2,Unc2,Anomaly3,Unc3,Anomaly4,Unc 4
  1857,     1 ,   -1.179 , 1.812,       NaN ,   NaN,       NaN ,   NaN,       NaN ,   NaN,       NaN ,   NaN
  1857,     2 ,   -0.558 , 1.641,       NaN ,   NaN,       NaN ,   NaN,       NaN ,   NaN,       NaN ,   NaN
  1857,     3 ,   -1.311 , 1.573,    -0.983 , 0.601,       NaN ,   NaN,       NaN ,   NaN,       NaN ,   NaN
  1857,     4 ,   -1.688 , 1.555,    -0.970 , 0.589,       NaN ,   NaN,       NaN ,   NaN,       NaN ,   NaN
  1857,     5 ,   -1.250 , 1.477,    -0.941 , 0.575,       NaN ,   NaN,       NaN ,   NaN,       NaN ,   NaN
  1857,     6 ,   -1.034 , 1.451,    -0.949 , 0.600,       NaN ,   NaN,       NaN ,   NaN,       NaN ,   NaN
  1857,     7 ,   -0.665 , 1.493,    -0.893 , 0.632,       NaN ,   NaN,       NaN ,   NaN,       NaN ,   NaN
  1857,     8 ,   -0.232 , 1.741,    -0.929 , 0.643,       NaN ,   NaN,       NaN ,   NaN,       NaN ,   NaN
  1857,     9 ,   -0.852 , 1.622,    -0.908 , 0.667,       NaN ,   NaN,       NaN ,   NaN,       NaN ,   NaN
  1857,    10 ,   -1.280 , 1.565,    -0.741 , 0.662,       NaN ,   NaN,       NaN ,   NaN,       NaN ,   NaN
  1857,    11 ,   -0.596 , 1.423,    -0.694 , 0.695,       NaN ,   NaN,       NaN ,   NaN,       NaN ,   NaN
  1857,    12 ,   -0.746 , 1.827,    -0.619 , 0.658,       NaN ,   NaN,       NaN ,   NaN,       NaN ,   NaN
  1858,     1 ,   -0.505 , 2.436,    -0.674 , 0.701,       NaN ,   NaN,       NaN ,   NaN,       NaN ,   NaN
  1858,     2 ,   -0.991 , 1.577,    -0.691 , 0.718,       NaN ,   NaN,       NaN ,   NaN,       NaN ,   NaN
  1858,     3 ,   -1.051 , 1.696,    -0.694 , 0.730,       NaN ,   NaN,       NaN ,   NaN,       NaN ,   NaN
  1858,     4 ,    0.314 , 1.581,    -0.651 , 0.746,       NaN ,   NaN,       NaN ,   NaN,       NaN ,   NaN
  1858,     5 ,   -0.690 , 1.643,    -0.606 , 0.793,    -0.736 , 0.445,       NaN ,   NaN,       NaN ,   NaN
  1858,     6 ,   -0.138 , 1.434,    -0.645 , 0.737,    -0.728 , 0.419,       NaN ,   NaN,       NaN ,   NaN
  1858,     7 ,   -1.313 , 1.968,    -0.648 , 0.698,    -0.752 , 0.400,       NaN ,   NaN,       NaN ,   NaN
  1858,     8 ,   -0.447 , 1.591,    -0.644 , 0.717,    -0.749 , 0.394,       NaN ,   NaN,       NaN ,   NaN
  1858,     9 ,   -0.883 , 1.519,    -0.592 , 0.709,    -0.739 , 0.392,       NaN ,   NaN,       NaN ,   NaN
  1858,    10 ,   -0.767 , 1.572,    -0.634 , 0.748,    -0.739 , 0.391,       NaN ,   NaN,       NaN ,   NaN
  1858,    11 ,   -0.052 , 1.557,    -0.586 , 0.736,    -0.739 , 0.391,       NaN ,   NaN,       NaN ,   NaN
  1858,    12 ,   -1.211 , 1.618,    -0.580 , 0.768,    -0.747 , 0.399,       NaN ,   NaN,       NaN ,   NaN
  1859,     1 ,   -0.542 , 1.578,    -0.534 , 0.735,    -0.741 , 0.395,       NaN ,   NaN,       NaN ,   NaN
  1859,     2 ,   -0.946 , 1.971,    -0.546 , 0.740,    -0.730 , 0.393,       NaN ,   NaN,       NaN ,   NaN
  1859,     3 ,   -0.426 , 1.545,    -0.538 , 0.707,    -0.720 , 0.388,       NaN ,   NaN,       NaN ,   NaN
  1859,     4 ,   -0.195 , 1.800,    -0.543 , 0.719,    -0.704 , 0.376,       NaN ,   NaN,       NaN ,   NaN
  1859,     5 ,   -0.117 , 1.392,    -0.604 , 0.762,    -0.698 , 0.388,       NaN ,   NaN,       NaN ,   NaN
  1859,     6 ,   -0.060 , 1.438,    -0.578 , 0.821,    -0.699 , 0.389,       NaN ,   NaN,       NaN ,   NaN
  1859,     7 ,   -0.756 , 1.488,    -0.582 , 0.761,    -0.703 , 0.378,       NaN ,   NaN,       NaN ,   NaN
  1859,     8 ,   -0.593 , 1.441,    -0.563 , 0.694,    -0.720 , 0.372,    -0.685 , 0.348,       NaN ,   NaN
  1859,     9 ,   -0.793 , 1.568,    -0.685 , 0.647,    -0.719 , 0.372,    -0.684 , 0.350,       NaN ,   NaN
  1859,    10 ,   -0.824 , 1.533,    -0.707 , 0.615,    -0.703 , 0.369,    -0.691 , 0.345,       NaN ,   NaN
  1859,    11 ,   -0.781 , 1.888,    -0.763 , 0.623,    -0.685 , 0.378,    -0.694 , 0.348,       NaN ,   NaN
  1859,    12 ,   -0.899 , 1.862,    -0.784 , 0.644,    -0.668 , 0.377,    -0.700 , 0.346,       NaN ,   NaN
  1860,     1 ,   -0.589 , 1.518,    -0.765 , 0.656,    -0.666 , 0.380,    -0.701 , 0.350,       NaN ,   NaN
  1860,     2 ,   -0.718 , 1.545,    -0.704 , 0.677,    -0.672 , 0.393,    -0.708 , 0.342,       NaN ,   NaN
  1860,     3 ,   -1.893 , 1.917,    -0.661 , 0.736,    -0.681 , 0.409,    -0.709 , 0.336,       NaN ,   NaN
  1860,     4 ,   -0.456 , 1.483,    -0.635 , 0.693,    -0.689 , 0.428,    -0.722 , 0.335,       NaN ,   NaN
  1860,     5 ,   -0.797 , 1.424,    -0.646 , 0.628,    -0.706 , 0.433,    -0.724 , 0.334,       NaN ,   NaN
  1860,     6 ,   -0.306 , 1.624,    -0.697 , 0.601,    -0.714 , 0.418,    -0.719 , 0.331,       NaN ,   NaN
  1860,     7 ,   -0.535 , 1.610,    -0.779 , 0.588,    -0.697 , 0.404,    -0.715 , 0.328,       NaN ,   NaN
  1860,     8 ,      NaN ,   NaN,    -0.803 , 0.589,    -0.683 , 0.416,    -0.711 , 0.325,       NaN ,   NaN
  1860,     9 ,      NaN ,   NaN,    -0.706 , 0.577,    -0.686 , 0.425,    -0.703 , 0.322,       NaN ,   NaN
  1860,    10 ,   -0.513 , 1.484,    -0.711 , 0.578,    -0.698 , 0.441,    -0.697 , 0.319,       NaN ,   NaN
  1860,    11 ,   -0.912 , 1.358,    -0.722 , 0.590,    -0.698 , 0.451,    -0.693 , 0.323,       NaN ,   NaN
  1860,    12 ,   -1.516 , 2.074,    -0.707 , 0.590,    -0.704 , 0.463,    -0.682 , 0.312,       NaN ,   NaN
  1861,     1 ,   -1.567 , 2.003,    -0.663 , 0.606,    -0.689 , 0.458,    -0.678 , 0.311,       NaN ,   NaN
  1861,     2 ,   -1.005 , 1.505,    -0.679 , 0.596,    -0.692 , 0.458,    -0.677 , 0.313,       NaN ,   NaN
  1861,     3 ,   -0.733 , 1.438,    -0.722 , 0.592,    -0.697 , 0.458,    -0.672 , 0.310,       NaN ,   NaN
  1861,     4 ,   -0.518 , 1.501,    -0.722 , 0.618,    -0.702 , 0.456,    -0.671 , 0.309,       NaN ,   NaN
  1861,     5 ,   -0.932 , 1.391,    -0.695 , 0.596,    -0.719 , 0.459,    -0.665 , 0.307,       NaN ,   NaN
  1861,     6 ,   -0.115 , 1.586,    -0.625 , 0.588,    -0.708 , 0.455,    -0.670 , 0.309,       NaN ,   NaN
  1861,     7 ,   -0.011 , 1.399,    -0.611 , 0.606,    -0.712 , 0.449,    -0.668 , 0.312,       NaN ,   NaN
  1861,     8 ,   -0.052 , 1.498,    -0.662 , 0.606,    -0.705 , 0.435,    -0.663 , 0.312,       NaN ,   NaN
  1861,     9 ,   -0.787 , 1.484,    -0.705 , 0.604,    -0.716 , 0.431,    -0.656 , 0.310,       NaN ,   NaN
  1861,    10 ,   -0.511 , 1.731,    -0.720 , 0.615,    -0.726 , 0.425,    -0.652 , 0.308,       NaN ,   NaN
  1861,    11 ,   -0.597 , 1.770,    -0.660 , 0.639,    -0.733 , 0.421,    -0.645 , 0.308,       NaN ,   NaN
  1861,    12 ,   -0.672 , 1.667,    -0.650 , 0.664,    -0.734 , 0.422,    -0.641 , 0.311,       NaN ,   NaN
  1862,     1 ,   -1.404 , 1.827,    -0.694 , 0.669,    -0.727 , 0.420,    -0.631 , 0.308,       NaN ,   NaN
  1862,     2 ,   -1.612 , 1.618,    -0.740 , 0.692,    -0.720 , 0.417,    -0.632 , 0.306,    -0.592 , 0.231
  1862,     3 ,   -1.250 , 1.439,    -0.791 , 0.730,    -0.718 , 0.423,    -0.630 , 0.308,    -0.587 , 0.229
  1862,     4 ,   -0.698 , 1.527,    -0.893 , 0.800,    -0.715 , 0.413,    -0.619 , 0.310,    -0.585 , 0.225
  1862,     5 ,   -0.207 , 1.556,    -0.979 , 0.740,    -0.715 , 0.405,    -0.615 , 0.312,    -0.584 , 0.223
  1862,     6 ,   -0.002 , 1.387,    -1.024 , 0.727,    -0.716 , 0.391,    -0.606 , 0.311,    -0.584 , 0.222
  1862,     7 ,   -0.541 , 1.511,    -0.867 , 0.745,    -0.702 , 0.390,    -0.600 , 0.309,    -0.585 , 0.221
  1862,     8 ,   -0.600 , 1.662,    -0.744 , 0.814,    -0.700 , 0.382,    -0.598 , 0.313,    -0.581 , 0.221
  1862,     9 ,   -1.399 , 1.782,    -0.744 , 0.835,    -0.684 , 0.380,    -0.595 , 0.315,    -0.580 , 0.221
  1862,    10 ,   -1.738 , 2.071,    -0.720 , 0.871,    -0.692 , 0.385,    -0.590 , 0.317,    -0.579 , 0.220
  1862,    11 ,   -1.622 , 1.417,    -0.758 , 0.903,    -0.683 , 0.388,    -0.581 , 0.324,    -0.576 , 0.220
  1862,    12 ,   -1.217 , 2.362,    -0.798 , 0.971,    -0.671 , 0.386,    -0.574 , 0.323,    -0.580 , 0.213
  1863,     1 ,    0.477 , 2.039,    -0.787 , 0.966,    -0.662 , 0.382,    -0.575 , 0.313,    -0.577 , 0.212
  1863,     2 ,   -0.126 , 2.330,    -0.789 , 0.937,    -0.661 , 0.382,    -0.579 , 0.310,    -0.571 , 0.213
  1863,     3 ,   -1.250 , 1.768,    -0.773 , 0.876,    -0.659 , 0.381,    -0.582 , 0.313,    -0.568 , 0.212
  1863,     4 ,   -0.413 , 1.929,    -0.716 , 0.786,    -0.657 , 0.385,    -0.590 , 0.319,    -0.567 , 0.210
  1863,     5 ,   -0.665 , 1.744,    -0.672 , 0.827,    -0.650 , 0.388,    -0.588 , 0.321,    -0.564 , 0.208
  1863,     6 ,   -0.487 , 1.801,    -0.618 , 0.845,    -0.635 , 0.384,    -0.588 , 0.322,    -0.562 , 0.206
  1863,     7 ,   -0.408 , 1.460,    -0.719 , 0.798,    -0.604 , 0.386,    -0.579 , 0.321,    -0.562 , 0.206
  1863,     8 ,   -0.624 , 1.586,    -0.753 , 0.698,    -0.604 , 0.392,    -0.572 , 0.319,    -0.562 , 0.205
  1863,     9 ,   -1.199 , 1.541,    -0.741 , 0.661,    -0.605 , 0.390,    -0.570 , 0.318,    -0.563 , 0.204
  1863,    10 ,   -1.058 , 1.463,    -0.772 , 0.628,    -0.602 , 0.389,    -0.567 , 0.316,    -0.561 , 0.204
  1863,    11 ,   -1.100 , 1.604,    -0.761 , 0.592,    -0.590 , 0.384,    -0.575 , 0.311,    -0.558 , 0.206
  1863,    12 ,   -0.568 , 1.890,    -0.733 , 0.590,    -0.594 , 0.385,    -0.571 , 0.308,    -0.556 , 0.205
  1864,     1 ,   -0.732 , 1.474,    -0.725 , 0.599,    -0.594 , 0.389,    -0.569 , 0.304,    -0.551 , 0.206
  1864,     2 ,   -0.535 , 1.714,    -0.687 , 0.593,    -0.597 , 0.390,    -0.554 , 0.299,    -0.548 , 0.206
  1864,     3 ,   -1.109 , 1.433,    -0.644 , 0.594,    -0.593 , 0.391,    -0.559 , 0.297,    -0.549 , 0.205
  1864,     4 ,   -0.782 , 1.540,    -0.611 , 0.584,    -0.600 , 0.390,    -0.560 , 0.296,    -0.550 , 0.207
  1864,     5 ,   -0.536 , 1.318,    -0.581 , 0.579,    -0.592 , 0.386,    -0.562 , 0.295,    -0.551 , 0.209
  1864,     6 ,   -0.147 , 1.625,    -0.616 , 0.582,    -0.584 , 0.380,    -0.559 , 0.294,    -0.550 , 0.210
  1864,     7 ,   -0.307 , 1.453,    -0.533 , 0.569,    -0.559 , 0.374,    -0.555 , 0.293,    -0.555 , 0.211
  1864,     8 ,   -0.167 , 1.572,    -0.540 , 0.611,    -0.543 , 0.376,    -0.550 , 0.292,    -0.555 , 0.210
  1864,     9 ,   -0.687 , 1.549,    -0.524 , 0.621,    -0.541 , 0.376,    -0.543 , 0.293,    -0.552 , 0.210
  1864,    10 ,   -0.658 , 1.435,    -0.536 , 0.608,    -0.536 , 0.374,    -0.540 , 0.289,    -0.555 , 0.210
  1864,    11 ,   -0.748 , 1.534,    -0.516 , 0.620,    -0.545 , 0.367,    -0.537 , 0.283,    -0.556 , 0.211
  1864,    12 ,   -0.980 , 1.755,    -0.467 , 0.648,    -0.544 , 0.362,    -0.541 , 0.279,    -0.556 , 0.210
  1865,     1 ,    0.262 , 1.455,    -0.442 , 0.672,    -0.534 , 0.359,    -0.542 , 0.278,    -0.560 , 0.209
  1865,     2 ,   -0.625 , 1.809,    -0.409 , 0.691,    -0.524 , 0.357,    -0.543 , 0.277,    -0.563 , 0.207
  1865,     3 ,   -0.914 , 2.072,    -0.364 , 0.732,    -0.509 , 0.350,    -0.538 , 0.279,    -0.564 , 0.207
  1865,     4 ,   -0.919 , 1.574,    -0.342 , 0.746,    -0.491 , 0.343,    -0.539 , 0.278,    -0.569 , 0.206
  1865,     5 ,   -0.300 , 1.472,    -0.324 , 0.677,    -0.456 , 0.349,    -0.540 , 0.278,    -0.572 , 0.206
  1865,     6 ,    0.440 , 1.388,    -0.292 , 0.678,    -0.435 , 0.344,    -0.536 , 0.277,    -0.574 , 0.207
  1865,     7 ,   -0.004 , 1.377,    -0.288 , 0.687,    -0.453 , 0.334,    -0.533 , 0.276,    -0.573 , 0.208
  1865,     8 ,    0.223 , 1.658,    -0.323 , 0.658,    -0.475 , 0.328,    -0.538 , 0.276,    -0.575 , 0.208
  1865,     9 ,   -0.141 , 1.702,    -0.309 , 0.633,    -0.477 , 0.327,    -0.537 , 0.275,    -0.576 , 0.210
  1865,    10 ,   -0.398 , 1.550,    -0.265 , 0.639,    -0.481 , 0.326,    -0.537 , 0.276,    -0.575 , 0.209
  1865,    11 ,   -0.531 , 1.741,    -0.255 , 0.641,    -0.477 , 0.325,    -0.533 , 0.278,    -0.575 , 0.206
  1865,    12 ,   -0.592 , 1.894,    -0.321 , 0.640,    -0.473 , 0.323,    -0.530 , 0.280,    -0.570 , 0.201
  1866,     1 ,    0.310 , 1.436,    -0.323 , 0.625,    -0.468 , 0.323,    -0.526 , 0.284,    -0.571 , 0.199
  1866,     2 ,   -1.044 , 1.538,    -0.359 , 0.606,    -0.452 , 0.324,    -0.527 , 0.282,    -0.570 , 0.200
  1866,     3 ,   -0.755 , 1.710,    -0.395 , 0.600,    -0.443 , 0.322,    -0.530 , 0.283,    -0.570 , 0.203
  1866,     4 ,   -0.385 , 1.497,    -0.440 , 0.596,    -0.433 , 0.319,    -0.526 , 0.283,    -0.568 , 0.202
  1866,     5 ,   -0.177 , 1.570,    -0.406 , 0.622,    -0.432 , 0.313,    -0.521 , 0.280,    -0.570 , 0.205
  1866,     6 ,   -0.361 , 1.334,    -0.370 , 0.577,    -0.434 , 0.305,    -0.522 , 0.279,    -0.573 , 0.206
  1866,     7 ,   -0.030 , 1.539,    -0.389 , 0.583,    -0.427 , 0.301,    -0.523 , 0.280,    -0.573 , 0.206
  1866,     8 ,   -0.199 , 1.532,    -0.357 , 0.573,    -0.403 , 0.299,    -0.522 , 0.281,    -0.571 , 0.206
  1866,     9 ,   -0.578 , 1.566,    -0.387 , 0.567,    -0.402 , 0.294,    -0.515 , 0.279,    -0.569 , 0.206
  1866,    10 ,   -0.941 , 1.534,    -0.385 , 0.568,    -0.394 , 0.295,    -0.514 , 0.280,    -0.565 , 0.206
  1866,    11 ,   -0.119 , 1.402,    -0.437 , 0.589,    -0.391 , 0.295,    -0.518 , 0.275,    -0.564 , 0.204
  1866,    12 ,   -0.159 , 1.826,    -0.402 , 0.587,    -0.383 , 0.298,    -0.517 , 0.271,    -0.569 , 0.203
  1867,     1 ,    0.075 , 1.641,    -0.392 , 0.570,    -0.384 , 0.299,    -0.514 , 0.265,    -0.565 , 0.201
  1867,     2 ,   -0.656 , 1.463,    -0.377 , 0.582,    -0.381 , 0.299,    -0.507 , 0.264,    -0.565 , 0.200
  1867,     3 ,   -1.109 , 1.503,    -0.367 , 0.586,    -0.367 , 0.300,    -0.502 , 0.262,    -0.561 , 0.201
  1867,     4 ,   -0.368 , 1.709,    -0.345 , 0.595,    -0.365 , 0.299,    -0.500 , 0.258,    -0.555 , 0.200
  1867,     5 ,   -0.794 , 1.328,    -0.298 , 0.655,    -0.360 , 0.292,    -0.499 , 0.254,    -0.553 , 0.202
  1867,     6 ,    0.049 , 1.322,    -0.278 , 0.654,    -0.365 , 0.294,    -0.502 , 0.253,    -0.549 , 0.203
  1867,     7 ,    0.099 , 1.450,    -0.337 , 0.626,    -0.382 , 0.293,    -0.498 , 0.253,    -0.544 , 0.202
  1867,     8 ,   -0.023 , 1.634,    -0.400 , 0.631,    -0.386 , 0.298,    -0.492 , 0.251,    -0.542 , 0.205
  1867,     9 ,   -0.460 , 1.506,    -0.425 , 0.627,    -0.391 , 0.303,    -0.486 , 0.249,    -0.539 , 0.206
  1867,    10 ,   -0.675 , 1.588,    -0.449 , 0.646,    -0.385 , 0.299,    -0.473 , 0.244,    -0.534 , 0.208
  1867,    11 ,    0.448 , 2.061,    -0.417 , 0.684,    -0.397 , 0.302,    -0.467 , 0.244,    -0.533 , 0.210
  1867,    12 ,    0.080 , 1.832,    -0.442 , 0.711,    -0.400 , 0.305,    -0.465 , 0.237,    -0.535 , 0.206
  1868,     1 ,   -0.641 , 1.450,    -0.460 , 0.741,    -0.403 , 0.310,    -0.469 , 0.233,    -0.536 , 0.202
  1868,     2 ,   -1.405 , 1.611,    -0.428 , 0.713,    -0.415 , 0.316,    -0.469 , 0.227,    -0.533 , 0.203
  1868,     3 ,   -1.406 , 1.612,    -0.447 , 0.705,    -0.415 , 0.320,    -0.465 , 0.227,    -0.529 , 0.206
  1868,     4 ,   -0.655 , 2.019,    -0.426 , 0.695,    -0.418 , 0.320,    -0.466 , 0.225,    -0.528 , 0.208
  1868,     5 ,   -0.415 , 1.625,    -0.549 , 0.608,    -0.416 , 0.317,    -0.461 , 0.224,    -0.528 , 0.207
  1868,     6 ,   -0.245 , 1.435,    -0.615 , 0.595,    -0.426 , 0.323,    -0.454 , 0.225,    -0.527 , 0.207
  1868,     7 ,   -0.125 , 1.460,    -0.586 , 0.599,    -0.449 , 0.323,    -0.449 , 0.226,    -0.521 , 0.207
  1868,     8 ,    0.368 , 1.672,    -0.397 , 0.589,    -0.450 , 0.321,    -0.444 , 0.228,    -0.520 , 0.208
  1868,     9 ,   -0.689 , 1.527,    -0.365 , 0.575,    -0.456 , 0.334,    -0.441 , 0.229,    -0.520 , 0.211
  1868,    10 ,   -0.424 , 1.548,    -0.337 , 0.547,    -0.450 , 0.338,    -0.435 , 0.228,    -0.521 , 0.213
  1868,    11 ,   -1.027 , 1.406,    -0.333 , 0.546,    -0.451 , 0.342,    -0.429 , 0.227,    -0.521 , 0.212
  1868,    12 ,   -0.710 , 1.530,    -0.283 , 0.539,    -0.449 , 0.345,    -0.426 , 0.223,    -0.520 , 0.212
  1869,     1 ,   -0.304 , 1.636,    -0.302 , 0.537,    -0.451 , 0.339,    -0.419 , 0.223,    -0.522 , 0.212
  1869,     2 ,    0.865 , 1.753,    -0.330 , 0.539,    -0.448 , 0.341,    -0.418 , 0.221,    -0.522 , 0.211
  1869,     3 ,   -1.015 , 1.477,    -0.265 , 0.537,    -0.438 , 0.336,    -0.418 , 0.221,    -0.526 , 0.212
  1869,     4 ,   -0.327 , 1.507,    -0.274 , 0.541,    -0.428 , 0.337,    -0.417 , 0.221,    -0.529 , 0.210
  1869,     5 ,   -0.358 , 1.492,    -0.222 , 0.542,    -0.443 , 0.336,    -0.420 , 0.221,    -0.531 , 0.208
  1869,     6 ,    0.350 , 1.465,    -0.273 , 0.544,    -0.451 , 0.326,    -0.421 , 0.220,    -0.532 , 0.208
  1869,     7 ,   -0.356 , 1.478,    -0.308 , 0.554,    -0.470 , 0.315,    -0.427 , 0.220,    -0.531 , 0.208
  1869,     8 ,    0.031 , 1.537,    -0.455 , 0.567,    -0.470 , 0.318,    -0.425 , 0.221,    -0.531 , 0.207
  1869,     9 ,    0.098 , 1.532,    -0.472 , 0.563,    -0.464 , 0.315,    -0.420 , 0.221,    -0.530 , 0.208
  1869,    10 ,   -0.534 , 1.523,    -0.491 , 0.558,    -0.465 , 0.304,    -0.420 , 0.222,    -0.529 , 0.208
  1869,    11 ,   -0.409 , 1.399,    -0.542 , 0.577,    -0.453 , 0.301,    -0.418 , 0.220,    -0.530 , 0.205
  1869,    12 ,   -1.320 , 1.554,    -0.552 , 0.614,    -0.459 , 0.301,    -0.412 , 0.221,    -0.532 , 0.204
  1870,     1 ,   -0.727 , 1.505,    -0.538 , 0.624,    -0.463 , 0.303,    -0.419 , 0.221,    -0.536 , 0.206
  1870,     2 ,   -0.888 , 1.706,    -0.579 , 0.638,    -0.460 , 0.304,    -0.419 , 0.223,    -0.541 , 0.208
  1870,     3 ,   -1.220 , 1.580,    -0.602 , 0.645,    -0.463 , 0.307,    -0.420 , 0.224,    -0.539 , 0.211
  1870,     4 ,   -0.563 , 1.488,    -0.605 , 0.655,    -0.456 , 0.305,    -0.417 , 0.222,    -0.542 , 0.211
  1870,     5 ,   -0.964 , 2.124,    -0.605 , 0.646,    -0.479 , 0.295,    -0.420 , 0.220,    -0.540 , 0.209
  1870,     6 ,    0.231 , 1.538,    -0.593 , 0.613,    -0.495 , 0.284,    -0.428 , 0.221,    -0.539 , 0.207
  1870,     7 ,   -0.190 , 1.667,    -0.621 , 0.610,    -0.485 , 0.286,    -0.432 , 0.222,    -0.537 , 0.205
  1870,     8 ,   -0.463 , 1.535,    -0.643 , 0.621,    -0.464 , 0.288,    -0.439 , 0.223,    -0.539 , 0.206
  1870,     9 ,   -0.178 , 1.547,    -0.632 , 0.634,    -0.453 , 0.287,    -0.449 , 0.226,    -0.542 , 0.205
  1870,    10 ,   -0.564 , 1.469,    -0.585 , 0.642,    -0.451 , 0.289,    -0.454 , 0.227,    -0.542 , 0.204
  1870,    11 ,   -0.415 , 1.582,    -0.529 , 0.582,    -0.444 , 0.295,    -0.457 , 0.223,    -0.539 , 0.207
  1870,    12 ,   -1.178 , 1.807,    -0.566 , 0.578,    -0.435 , 0.299,    -0.458 , 0.225,    -0.536 , 0.211
  1871,     1 ,   -1.057 , 1.451,    -0.563 , 0.582,    -0.429 , 0.302,    -0.464 , 0.224,    -0.531 , 0.213
  1871,     2 ,   -1.157 , 1.661,    -0.526 , 0.582,    -0.435 , 0.298,    -0.462 , 0.223,    -0.530 , 0.213
  1871,     3 ,   -1.091 , 1.694,    -0.507 , 0.576,    -0.438 , 0.300,    -0.468 , 0.228,    -0.531 , 0.212
  1871,     4 ,    0.005 , 1.502,    -0.491 , 0.575,    -0.437 , 0.303,    -0.466 , 0.227,    -0.537 , 0.205
  1871,     5 ,   -0.295 , 1.551,    -0.540 , 0.561,    -0.427 , 0.303,    -0.476 , 0.232,    -0.538 , 0.203
  1871,     6 ,   -0.212 , 1.312,    -0.495 , 0.539,    -0.418 , 0.305,    -0.476 , 0.233,    -0.544 , 0.198
  1871,     7 ,   -0.151 , 1.404,    -0.495 , 0.541,    -0.412 , 0.306,    -0.477 , 0.230,    -0.547 , 0.199
  1871,     8 ,   -0.020 , 1.542,    -0.457 , 0.554,    -0.433 , 0.302,    -0.480 , 0.230,    -0.551 , 0.195
  1871,     9 ,    0.053 , 1.930,    -0.425 , 0.581,    -0.435 , 0.305,    -0.481 , 0.233,    -0.551 , 0.193
  1871,    10 ,   -0.367 , 1.485,    -0.461 , 0.624,    -0.440 , 0.302,    -0.478 , 0.234,    -0.544 , 0.199
  1871,    11 ,   -1.015 , 1.422,    -0.445 , 0.616,    -0.448 , 0.302,    -0.483 , 0.231,    -0.542 , 0.199
  1871,    12 ,   -0.637 , 1.403,    -0.451 , 0.622,    -0.460 , 0.299,    -0.496 , 0.228,    -0.532 , 0.207
  1872,     1 ,   -1.052 , 1.554,    -0.450 , 0.625,    -0.469 , 0.299,    -0.500 , 0.227,    -0.521 , 0.211
  1872,     2 ,   -0.706 , 1.637,    -0.439 , 0.630,    -0.470 , 0.300,    -0.499 , 0.230,    -0.509 , 0.216
  1872,     3 ,   -0.703 , 1.467,    -0.494 , 0.577,    -0.472 , 0.300,    -0.492 , 0.231,    -0.512 , 0.209
  1872,     4 ,   -0.426 , 1.683,    -0.485 , 0.576,    -0.475 , 0.300,    -0.491 , 0.228,    -0.515 , 0.205
  1872,     5 ,   -0.108 , 1.476,    -0.476 , 0.564,    -0.475 , 0.299,    -0.491 , 0.229,    -0.520 , 0.200
  1872,     6 ,   -0.281 , 1.356,    -0.501 , 0.609,    -0.458 , 0.294,    -0.491 , 0.231,    -0.525 , 0.198
  1872,     7 ,   -0.141 , 1.474,    -0.416 , 0.641,    -0.455 , 0.290,    -0.489 , 0.231,    -0.526 , 0.195
  1872,     8 ,    0.118 , 1.533,    -0.368 , 0.609,    -0.451 , 0.288,    -0.486 , 0.231,    -0.524 , 0.192
  1872,     9 ,   -0.608 , 1.541,    -0.372 , 0.613,    -0.448 , 0.287,    -0.484 , 0.232,    -0.521 , 0.189
  1872,    10 ,   -0.267 , 1.471,    -0.382 , 0.614,    -0.449 , 0.287,    -0.479 , 0.231,    -0.521 , 0.183
  1872,    11 ,   -0.905 , 1.395,    -0.372 , 0.628,    -0.444 , 0.289,    -0.484 , 0.229,    -0.518 , 0.182
  1872,    12 ,   -0.930 , 2.192,    -0.322 , 0.643,    -0.457 , 0.288,    -0.495 , 0.227,    -0.517 , 0.183
  1873,     1 ,   -0.039 , 1.899,    -0.293 , 0.663,    -0.461 , 0.289,    -0.498 , 0.229,    -0.525 , 0.179
  1873,     2 ,   -0.121 , 1.629,    -0.303 , 0.664,    -0.463 , 0.288,    -0.487 , 0.234,    -0.524 , 0.177
  1873,     3 ,   -0.756 , 1.468,    -0.323 , 0.690,    -0.483 , 0.286,    -0.475 , 0.236,    -0.522 , 0.173
  1873,     4 ,   -0.545 , 1.724,    -0.330 , 0.680,    -0.490 , 0.286,    -0.467 , 0.234,    -0.520 , 0.171
  1873,     5 ,    0.017 , 1.574,    -0.290 , 0.688,    -0.498 , 0.283,    -0.469 , 0.233,    -0.519 , 0.169
  1873,     6 ,    0.317 , 1.357,       NaN ,   NaN,    -0.490 , 0.280,    -0.465 , 0.233,    -0.518 , 0.167
  1873,     7 ,    0.204 , 1.469,       NaN ,   NaN,    -0.479 , 0.280,    -0.464 , 0.234,    -0.520 , 0.167
  1873,     8 ,   -0.003 , 1.500,       NaN ,   NaN,    -0.475 , 0.279,    -0.468 , 0.238,    -0.524 , 0.164
  1873,     9 ,      NaN ,   NaN,       NaN ,   NaN,    -0.480 , 0.280,    -0.470 , 0.242,    -0.519 , 0.167
  1873,    10 ,      NaN ,   NaN,       NaN ,   NaN,    -0.483 , 0.281,    -0.475 , 0.246,    -0.516 , 0.167
  1873,    11 ,      NaN ,   NaN,       NaN ,   NaN,    -0.500 , 0.280,    -0.466 , 0.249,    -0.512 , 0.166
  1873,    12 ,      NaN ,   NaN,       NaN ,   NaN,    -0.502 , 0.280,    -0.469 , 0.250,    -0.511 , 0.168
